fragment_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.07591721042990685,0.10437705181539059,0.018779058940708637,0.06141812074929476,0.0192116464022547,0.04263439541682601,0.09231284912675619,0.053507205098867416,0.01349627727176994,0.08321355003863573,0.029385744594037533,0.12329861614853144,0.03420375124551356,0.02220053575001657,0.015707891434431076,0.1523900800384581,0.01590933173429221,0.011910561006516218,0.03012610273435712
1,0.07972329389303923,0.14701988361775875,0.016542759723961353,0.07444083597511053,0.015488975215703249,0.036134467693045735,0.14309185929596424,0.06543913437053561,0.012824664125218987,0.10810966417193413,0.02363891387358308,0.09498656261712313,0.025504372781142592,0.01666635973379016,0.013420083792880177,0.08113553957082331,0.014189132489264011,0.010201265453360975,0.021442220779135823
2,0.050822630524635315,0.1610204866155982,0.01609246537555009,0.06520039401948452,0.014176553348079324,0.04229032201692462,0.12813162989914417,0.05886498698964715,0.012435942771844566,0.11472114454954863,0.027782864635810256,0.1008083326742053,0.021016864106059074,0.0165377656230703,0.01262828370090574,0.11402358463965356,0.013273374526761472,0.008169896667823195,0.022002449026331306
3,0.08925819490104914,0.18580573610961437,0.014686853159219027,0.0815709438174963,0.013888298999518156,0.036829037591814995,0.12180616240948439,0.05709008313715458,0.010559057933278382,0.09186097327619791,0.022397093940526247,0.09132849611341953,0.022412376012653112,0.015644890489056706,0.012205239152535796,0.08837394625879824,0.013281191233545542,0.009248771239072084,0.02175263362005353
4,0.0660805650986731,0.14407492661848664,0.016885085264220834,0.0632774862460792,0.014419323648326099,0.04473002580925822,0.07289753155782819,0.04600881435908377,0.011330303503200412,0.06306551769375801,0.024979454232379794,0.1549848085269332,0.020899816416203976,0.021081344224512577,0.01205200795084238,0.1697116452269256,0.014333056285977364,0.010813022265210748,0.02837529475800693
5,0.08442506846040487,0.12448667827993631,0.01767611806280911,0.06793541926890612,0.017040775157511234,0.038202519062906504,0.127037332393229,0.06314621306955814,0.013721745694056153,0.09781982656568289,0.024931350024417043,0.10559467226266861,0.030123740201815963,0.018466789973899722,0.014530583983287215,0.10395168443210423,0.01494051469489932,0.01160458941012621,0.024364357581362128
6,0.05116465874016285,0.13009129371494055,0.02030412806198001,0.05458588805049658,0.018170730210840702,0.05084676202386618,0.13069678656756878,0.06539086531847715,0.016006976831704378,0.1129511408507824,0.02535822126083076,0.11135954037308693,0.026450692559592426,0.017362433252856135,0.01407621381804347,0.108757593203336,0.014934104401618242,0.010358604486100376,0.021133367670699954
7,0.08634353615343571,0.1532095354050398,0.015982763841748238,0.07559900637716055,0.015496525214985013,0.03563879197463393,0.13360431138426065,0.062117164954543114,0.012168651213869452,0.0985991982743144,0.023068091133609414,0.09804494772106409,0.025549058569595218,0.016533480840735137,0.013251221971586347,0.0880960130598396,0.01414096588268876,0.010129147325642407,0.02242759009823203
8,0.04605935257859528,0.1476226206868887,0.03265953646041453,0.06130724959075451,0.012998889433220029,0.07220524549484253,0.12008446268737316,0.08514232467859983,0.023357061436399817,0.12317366898059845,0.029182442696765065,0.08458184590563178,0.015598219935782254,0.012964797206223011,0.01605932950042188,0.07890306692570448,0.012525573838502169,0.010198967414908111,0.015375337097793818
9,0.04991672211326659,0.16132589802145958,0.042556643136776984,0.0733355488628149,0.012645434588193893,0.08709360333159566,0.11507164686918259,0.08687476068735123,0.028778802719898522,0.12659394089132547,0.030853638891130686,0.05371788656339049,0.014039286063052714,0.012816518545150757,0.01685688248835504,0.04543043440207839,0.012784795952029526,0.014890068676322699,0.014417486381717026
