pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18
0.17162257432937622,0.18244829773902893,3.498716978356242e-05,0.026325423270463943,3.160815322189592e-05,0.021381637081503868,0.006603005807846785,2.3014003090793267e-05,2.630447966112115e-07,0.00632433919236064,0.5753509998321533,0.005190309137105942,1.505481395724928e-05,1.0890803423535544e-05,1.331334154031083e-08,0.004619518294930458,9.581704944139346e-06,3.6762928630196257e-06,4.788136720890179e-06
0.01587621308863163,0.8759646415710449,2.2540176392027433e-09,0.010430634021759033,1.2648477820675907e-07,4.292515222914517e-05,4.077653557033045e-06,2.355249989705044e-06,4.317159518762992e-09,0.02299867756664753,0.07455337047576904,0.00012527381477411836,2.635663735872651e-11,9.942475731605782e-10,6.813841224584394e-08,1.1298047866148409e-06,1.529246276277263e-07,3.8093023135843396e-07,1.516307370462433e-12
0.6099281311035156,0.026284512132406235,2.8924330763402395e-05,0.06009247526526451,1.557975110699772e-06,0.004711019806563854,0.0007127391872927547,0.0007126984419301152,2.4282728645630414e-06,0.15254931151866913,0.026380013674497604,0.1028967872262001,2.987878133353661e-06,2.4873790493984416e-07,3.5409470910963137e-07,0.015684006735682487,4.976297418579634e-07,5.730953944294015e-06,5.5870809774205554e-06
0.954136312007904,0.017949337139725685,1.4503766010420804e-07,0.011778532527387142,3.516790457069874e-06,4.91227297061414e-07,2.7723046969185816e-07,5.3019867607417837e-08,6.004816088811538e-10,1.5303261534427293e-05,0.016102170571684837,5.282805091155751e-07,2.127210629865317e-10,2.8225464188125216e-09,1.3966237588647346e-07,1.0889559234783519e-05,5.091669273704635e-12,2.2361841729434673e-06,1.3887497374298619e-08
0.7543957233428955,0.01011793501675129,8.921836706576869e-05,0.0050725797191262245,3.320697578601539e-05,7.863880455261096e-05,0.00012643233640119433,3.056960622416227e-06,2.2383881059795385e-07,5.673661144101061e-05,0.2043922245502472,8.709661187822348e-07,1.8270932544695029e-09,6.791195232835889e-07,2.697876652746345e-06,0.025624994188547134,2.9880742324905896e-10,1.0309418030374218e-06,3.738329041880206e-06
0.8719331622123718,1.8568738596513867e-05,1.862668908003684e-10,0.00062767748022452,1.0986504150878318e-07,8.037366114876932e-07,2.8018736220047913e-09,1.4289590808402863e-06,3.189417480120582e-11,1.9206268575544527e-07,0.12741780281066895,2.89302803935243e-08,2.276435767320506e-12,3.004919577054288e-11,5.219826704205843e-08,6.408872366137075e-08,2.9130972634128227e-10,1.6965019611347998e-08,3.6765308679409525e-12
0.18846632540225983,0.1404297649860382,8.385279215872288e-06,0.002483963267877698,1.26460790852434e-05,0.002807377837598324,6.877000851090997e-05,0.00010789365478558466,6.421687999136338e-07,0.01633683405816555,0.09484027326107025,5.941068229731172e-05,6.335525171152767e-08,2.59363645227495e-07,0.0006593080470338464,0.5537146329879761,4.2887442930350517e-08,3.4575225527078146e-06,2.8509412608457296e-09
0.9933358430862427,0.00441786227747798,4.831869659938093e-07,0.0002735259186010808,1.4214750081009697e-05,2.761161113085109e-06,2.999000230374804e-07,3.275043880535122e-08,3.01962153059776e-08,5.454704478324857e-06,0.0019470572005957365,1.6730773211293126e-07,6.864245283288994e-10,2.8475559687990426e-09,3.44113750827546e-08,2.2882666144141695e-06,2.7989659201477224e-11,1.7481955882914235e-09,2.773763263519413e-08
0.235367089509964,0.7531917691230774,1.2549268831207883e-05,0.003315570531412959,2.121530815202277e-05,0.0013536062324419618,0.00043248303700238466,1.017354861687636e-05,1.2137529665778857e-06,0.004283604212105274,0.0018791474867612123,1.7812784790294245e-05,5.239888309915841e-07,6.895869319123449e-06,2.0482258378251572e-07,0.00010576521890470758,3.5229490435995103e-08,2.879245357689797e-07,6.093488025271654e-08
0.9728399515151978,0.012923862785100937,1.1167987423732484e-08,0.01007869653403759,1.705599750323472e-08,7.609593666302317e-08,5.926425728830509e-06,4.660410297674389e-07,2.7138610803056906e-10,0.0003846836043521762,0.00019626713765319437,5.980770652058709e-07,3.157722971991461e-08,2.5495607403058784e-08,1.242417368985116e-07,0.0035655524116009474,2.3049380459827518e-10,3.676378128147917e-06,3.925740565957625e-10
