pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18
1.6858931934614352e-06,5.668093959521059e-06,2.463124086284074e-06,4.915567252239406e-06,1.1175032360538444e-06,8.792327201748856e-06,0.0003499453450228271,2.5508673713319115e-06,2.6439714740505993e-07,2.148764829001948e-05,1.9731252706364777e-08,6.33874524399447e-05,0.7406817264854908,0.2574539261404425,1.3843433444016284e-06,0.0005858020901996497,1.2165601890636035e-07,0.00015997828350323897,0.000654734528623635
7.806326237436413e-10,7.52698730253909e-09,7.254479133519781e-10,1.0000000149011612,1.2352621551410938e-10,2.9694821098548476e-12,2.647884017320382e-10,6.411279453133794e-15,5.289843675237701e-13,4.9626937741889655e-14,2.1902687392449486e-12,8.183867507753763e-13,1.0694926966638874e-13,3.810300834527944e-11,8.947152283175796e-11,9.630921167714555e-11,2.952390116735008e-11,6.580409395806623e-12,1.779592836253957e-11
2.117081770534185e-07,0.4390697050257586,1.3145490037835827e-05,0.003305326268906672,1.1462993243505082e-07,4.3629852416696147e-05,0.5574535317718983,1.4165996574444506e-05,2.39493772957039e-06,6.337911178100342e-07,5.713287576586748e-08,8.58616247825239e-05,6.293480130049531e-09,1.2725121291876605e-06,2.3752567907334154e-09,2.0712038362180607e-08,6.777409345626317e-06,1.6975745232070518e-08,3.085493837762243e-06
0.04817173895810356,0.002887634411763429,2.1031905181878585e-06,3.48720362808308e-05,5.969773986718233e-07,2.163433601154452e-07,0.9485106021165848,5.130374182746962e-08,7.095930107132303e-07,0.0003888760911365807,6.70037412246402e-08,2.1969367591822588e-07,5.02170799041024e-09,3.125255521266995e-07,5.015442856859398e-08,4.6353852250959754e-08,9.129814551797621e-07,9.591890721000196e-07,1.2753604985732848e-08
4.2856207277077484e-13,3.8880239911956027e-16,2.2711540811762336e-17,1.7700814303192395e-14,2.2901303907918548e-12,7.481209393644235e-11,6.690682273630938e-19,5.24216853998838e-16,6.73459328738247e-13,5.228935074714251e-15,2.6574824298832477e-19,3.2860832803032204e-14,4.4808632373858264e-18,0.00035862888180411903,2.1546516253242705e-16,7.881799033461934e-10,6.993055794408984e-16,3.688462662808068e-17,0.9996413886547089
6.523529976284217e-13,1.519798165093112e-12,7.399086379064178e-11,1.4685891432147188e-12,8.738058084839886e-09,1.2999111048754508e-11,9.423324835444724e-07,3.0130717327998553e-09,5.659958626889765e-11,3.2434762625501217e-12,6.415324108563318e-11,2.6816756919975368e-12,0.9999985843896866,4.270400247079415e-07,5.7717832075169714e-09,2.759349182739762e-09,4.007295355876633e-09,6.483978635127632e-08,2.7741152895340883e-09
2.3625347601387172e-14,1.4376598472423128e-14,2.851957789976698e-15,5.315198447628042e-16,2.0814361341158424e-12,2.348820546011997e-13,2.9586802422452797e-15,3.558808810551305e-13,1.4317602655292126e-13,5.879048114288834e-13,4.807579448532831e-12,1.3645468323282702e-14,7.572479149536415e-12,1.0000000149011612,3.2788050674112427e-09,2.535838317669982e-15,1.303453099035963e-10,7.170070543153703e-10,6.267695127805763e-11
0.7188486233353615,0.0002492867438945723,5.006406475493996e-08,0.2808994483202696,1.0444887243998835e-07,6.3981641523509075e-09,7.914537913933373e-08,1.231771223394177e-10,3.186885251318396e-08,2.566221294665605e-07,1.9337036896160953e-06,1.3851258551245138e-07,2.059852879543765e-11,7.476106146913492e-10,5.712166458587964e-08,1.0688538776282286e-08,3.684573635781563e-09,1.463346898517015e-09,1.1275144054089664e-09
1.1176372027102432e-07,1.6586123512043333e-07,0.9999453127384186,4.881791982613848e-05,1.0014729727621241e-07,2.723984284358494e-06,2.663804627811399e-08,1.0523183735268449e-06,5.560481924106464e-07,1.1561983181973545e-07,5.8070054172252965e-08,1.4886381719653695e-08,4.897264770792331e-09,3.045508960818066e-08,2.3341896060458112e-07,3.5877253280606255e-09,1.2547569600961789e-08,6.36515223639833e-07,6.591788198617721e-08
1.0541584979528214e-11,2.570665587043831e-11,0.008838141417754741,1.3746784105597753e-09,1.1702390754263235e-14,7.060882853983364e-10,2.0868604333625416e-14,2.8202126920133847e-08,0.9911617189645767,2.4692943852184363e-13,4.2792124741920754e-10,1.0450207214843591e-12,1.1392539331839217e-12,6.104152601865069e-14,3.3608784018792356e-10,2.1891858226130527e-14,1.0057580215553043e-07,4.568271857260636e-13,4.837309737635459e-14
2.8213224928745052e-12,1.2543244618851635e-10,2.372992453849188e-10,5.55342938136612e-13,3.146010162809146e-13,8.005052040052656e-07,2.1542802113164203e-10,4.069025481664079e-07,0.9999662935733795,1.8736782027667677e-10,3.682927728481548e-12,1.5984027390676276e-11,1.286969019255544e-08,3.2470009240448405e-05,1.2784503913409323e-10,3.0788163630970228e-12,1.359245930220021e-09,9.55872213603054e-13,7.766594328599552e-09
1.1763961718924687e-05,0.08239451151166577,1.5315045325928027e-05,0.00223420441167832,3.3544944786842446e-07,8.387605092091775e-07,0.8138967752456665,8.903846455299291e-06,3.464251899405746e-07,0.1014330688467453,4.138567228531391e-07,2.2474845111364328e-07,1.9912404547461904e-07,3.857074799551441e-07,2.2441033387110565e-07,1.6043864709209057e-08,2.1519447246376444e-06,1.837175509231473e-07,1.3663023523680096e-07
4.944525275746292e-07,1.6913773371674337e-07,0.9997353702783585,3.4586052262142175e-06,3.244843368443995e-07,1.195274369975366e-08,2.9611304566690144e-07,6.662932607406392e-07,1.72046532354031e-07,3.809274527588613e-06,1.5720630230919852e-07,0.00023737696346870507,8.267642265247233e-09,5.575514475239171e-09,2.8530486584354975e-08,7.580408073470934e-08,1.7407712064709813e-05,1.8473757918725797e-07,5.236021691961204e-09
0.0019229105819249526,4.661071730593935e-05,2.802439999657902e-06,0.0048613788130751345,6.499845924712311e-06,0.029392156797712232,0.14446553657762706,0.00019579703304906104,2.5957410975134196e-07,0.25391052127815783,0.5651863383245654,5.2201755247442694e-08,1.729162230285422e-09,1.7232776003406336e-07,2.981111175276441e-08,8.190871418539691e-06,7.193823736324767e-07,2.5178731016817224e-08,2.8645717521993963e-08
1.4527842849055596e-07,1.2346210303512987e-07,0.000112550026403202,0.20854764482490395,1.113918531673657e-12,0.7913395640462113,1.5211433530194055e-10,1.471610575862393e-12,9.145274060250467e-09,4.690915613550335e-10,9.605836044125626e-09,1.8580014761302886e-12,1.7151276439672345e-13,5.669339403333116e-12,1.7185716850328628e-09,1.2609313923303236e-09,5.7306546657012215e-09,4.0705272765247395e-12,6.183790652466317e-13
1.4107674064400832e-05,8.77412108519441e-06,0.9986932426691055,0.00011570373111095822,1.5931891915007407e-05,9.172087220843395e-06,0.00011955324403632825,1.0816242411160887e-05,0.0008352614998345942,4.455472461450602e-06,0.0001076679566169858,1.7106034755597077e-05,4.559620349691112e-06,3.675058896790732e-06,2.145798057018311e-06,1.2336762586455732e-05,1.2695980142418684e-05,1.1643894519269837e-06,1.1654164055863262e-05
