pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18
0.0002355902383897046,0.00010844233539586412,5.893355251629373e-05,0.00025938216105991785,0.0021431150532862375,3.8016312188915435e-05,0.001992756167510379,0.0009594928195895136,2.969681258946366e-05,0.0003348316428173348,0.00011897899037194293,2.347161665738895e-05,0.391477262834087,0.5771577670238912,0.0001227152759213368,0.019511906264511936,4.662811625166796e-05,0.002897729807671112,0.0024833047449988044
1.9643906212760717e-08,1.6308180668556105e-05,3.877662943926538e-07,0.9994987994432449,3.7598567960211646e-09,2.9821452792971504e-07,0.00047305878405247415,2.286250344684217e-07,4.817950656265498e-09,1.4704240428671696e-08,6.611800586103685e-07,5.410369112029967e-06,1.1275338610837086e-06,4.573858187021658e-10,1.3162074725893598e-07,3.575030099763383e-08,4.2214605732067423e-07,3.106419474741516e-06,1.587776844030886e-09
4.103460325310948e-06,0.07722813123837113,0.00011275264051846534,0.3494028695859015,2.667800989203384e-06,0.007552765531897876,0.5653636492788792,1.6908653353020497e-06,6.342935001280026e-05,1.274077012514141e-05,0.00021274127049863978,1.3497736964018792e-05,4.9263213230954506e-08,8.904600303782928e-07,1.280291003213918e-07,1.3607817067450055e-05,1.2912722968147494e-05,8.048267861079754e-09,1.3650111845286972e-06
7.08945149341389e-06,0.00013067521486220812,2.127615111646719e-06,1.896153918323762e-05,8.666350973830783e-08,4.0989144816094836e-06,0.9995252341032028,0.00012892711032463922,2.347072243225057e-06,0.00015213098279787118,8.89214527399762e-07,6.053458221147445e-08,8.590484834147816e-06,4.344674269657345e-08,2.8127166906699586e-07,6.748946170795356e-06,4.4658805624028797e-07,1.1098238960172147e-05,1.8518650572512882e-07
9.243864624863818e-07,6.786452285636798e-07,3.948778091322639e-08,1.930873047356011e-08,0.00026253444355360533,9.772066857742338e-06,2.3118129496645752e-08,1.0372927958419986e-07,8.695192082810999e-07,2.5467891116674746e-07,1.4630497085750885e-08,5.1976259526173574e-05,6.992145944295647e-06,0.01205436587127906,2.1234311042839238e-07,3.7291547974493966e-05,8.795371944536612e-06,8.251514914230096e-08,0.9875650554895401
7.740883382508342e-10,1.0582245200426018e-10,1.296631945151179e-11,3.3540889771805586e-11,2.7866046204685566e-08,4.865724344690651e-11,1.8567970937248502e-08,2.558584714104986e-09,1.1215380864683724e-11,8.238074275751604e-11,9.009744663388605e-10,2.0179616739548698e-11,0.9999846816062927,1.5055347716730338e-05,4.9587809442409175e-09,2.2330575446473856e-09,1.6287682896745474e-10,1.80508729352713e-07,2.0817532161640506e-08
1.0647004344832567e-07,5.039792834940022e-08,1.4423969657562097e-09,2.918017221733779e-08,3.8778515665249813e-07,1.1915185636063308e-07,9.155904444465776e-08,3.934391529292203e-06,1.1432823354695643e-07,9.330990616840396e-07,6.180900484098473e-06,5.170850288661183e-08,5.948603006733499e-06,0.990522101521492,1.090237020766327e-06,1.8701682332269987e-07,6.19247098346265e-06,0.009176888109465153,0.0002756083166466361
0.1783200423233211,0.6000438891351223,4.509377870398623e-05,0.21795460593421012,0.0004608314660430324,1.2713918986051453e-05,0.0021080956163501696,0.00023373619635458365,2.6238470454131857e-06,4.66527104947545e-05,3.050273911747725e-05,0.0005060117829316368,1.3052664420420967e-06,1.6903782837918158e-06,1.838892894956423e-05,0.00011891088059101662,2.7057029785559905e-06,1.0781268713344616e-05,8.142060326710165e-05
1.5913213212426225e-09,8.294258495300522e-08,0.9896503537893295,1.3581435162279831e-05,4.442482451350038e-09,0.009989601487177424,7.257119201501414e-10,1.5184356069397609e-05,1.4447180507470847e-07,2.393509264050908e-09,2.776740737949618e-09,9.001345877761129e-08,2.363866843588247e-09,2.439398410830282e-08,4.1466003075640856e-08,3.456033903937589e-08,2.442762183393725e-09,0.0003307972429418271,4.0931281281020304e-08
2.0060287105050367e-07,9.778916375009078e-09,0.037226650500088,3.381379717892763e-08,1.8958165604488365e-07,2.812939637664158e-05,1.0062329058325157e-08,3.840926501297304e-06,0.962718665599823,1.424021294806066e-08,1.2788887844283892e-06,8.685626401438995e-08,2.8841994808084803e-10,2.609912434932936e-08,4.272261047433279e-07,3.195425979374278e-09,2.0434512489231338e-05,1.0673110402859703e-08,8.881487795209253e-09
3.46344616723721e-06,4.296572283096767e-07,1.3872217233955493e-06,4.904052383671652e-09,6.555437773743011e-08,0.0004121525487004729,2.1033926021759924e-06,0.01981857107966789,0.9424347430467606,3.42295269457199e-05,1.5263804558511562e-05,3.8167883217171683e-07,0.009715246179544224,0.02731776204949199,1.9425914568604874e-07,5.990554832873047e-06,0.00010838210475143883,1.2034279645164406e-07,0.0001295309722676944
1.1491380282890873e-06,0.058267064242500055,2.0820674535571015e-06,0.004304972302634269,3.273573434547927e-07,9.79267834111397e-06,0.7967664301395416,9.386208421346964e-05,4.283277276329045e-05,0.14046758227050304,3.000968473165777e-07,2.1819690800839453e-05,5.4549546746329725e-06,2.009943756764443e-06,7.041205769553471e-07,9.308367713956045e-06,2.2217625215148473e-06,1.1608675156704606e-06,9.799743896365953e-07
2.5485230953359306e-08,2.7513031408687993e-08,0.9999400228261948,9.582847217193269e-06,1.6522614240677136e-07,7.2907983713621505e-06,7.938496199426685e-07,7.0259692356855474e-06,2.635809465800776e-06,6.747423349703907e-07,4.062105817687067e-08,2.775841331134621e-05,2.1647231507326836e-09,3.781685109158217e-08,8.373232818215115e-07,8.241441583622944e-07,1.6142984586020592e-06,3.4655930114535494e-07,2.841797325930928e-07
0.04641366367059163,0.0019788309250339253,2.2315264067401808e-05,0.00030721612456474645,8.9429555502063e-06,0.045356665141298436,0.259243490640074,0.0035723534747376107,3.019477070154153e-06,0.11096341616939753,0.4998409681720659,0.001472959537961227,2.710876006006835e-06,2.5779202942333157e-06,8.309416622553911e-07,0.030800745508329896,7.264035097875876e-06,5.90949333870161e-07,1.463826755809805e-06
3.6927350538507042e-06,1.7343168313144197e-06,0.0026998941248166375,0.0009360012354591163,1.2476224205224679e-09,0.9962854981422424,1.1241201319692196e-05,2.3181475125087433e-05,2.4888247812326902e-05,2.5434645066236823e-06,4.518767009242808e-06,1.8604565505525843e-08,4.713828674218902e-08,2.6520434189443443e-06,1.3194445398099705e-06,9.866406094991703e-08,2.680723115268315e-06,2.022973468008943e-09,2.662125689038993e-09
1.4165922839533968e-07,3.016214587946587e-07,0.9972298741340637,1.707905566583623e-06,9.00932548417166e-06,3.965062154165366e-06,3.3991552916791054e-08,2.6153269555822655e-06,0.0027388690958325412,8.589854895402985e-07,7.412087884745586e-07,5.3161866215289955e-06,2.0923274386115756e-08,1.2486660952177459e-07,1.1183243206571748e-06,6.193221496197943e-07,7.562292981005579e-07,3.4758043894744794e-06,4.1238868975679473e-07
5.7127835049186615e-06,0.07528520550113171,1.7928075437989577e-05,0.00014259312411013525,2.3141868837228685e-05,0.20018817042000592,0.30843090859707445,0.021804858464747667,0.0003370367812749464,0.3930715103633702,4.299164361043495e-05,0.0003803866611633566,9.279561180441931e-05,1.0701807079183112e-05,1.6518802894438522e-06,4.864473702426153e-05,5.723167139137786e-05,7.152640419505474e-06,5.140046429374934e-05
5.836433444095235e-06,0.001141929225225491,0.00017674928099713216,1.0903174968435181e-07,0.24240978585908124,1.6315390993781875e-06,2.822376176603303e-06,6.528506450109717e-06,0.015121018930168262,3.618375953706732e-05,1.2718330031392944e-06,0.013148170400262948,1.6849223452020112e-06,1.9534037598134546e-05,6.293871930296291e-07,3.917951960363819e-06,0.0005356403948262312,2.2811283945767258e-05,0.7273637466132641
2.0294605463950371e-07,9.003727402088983e-10,8.000814909254239e-07,4.1984723869206936e-08,2.721175853398483e-08,1.9047092568585944e-06,1.298680824843388e-07,4.463065268829459e-07,1.8379867951514271e-06,8.917676576879614e-08,1.9348809087398186e-06,9.221566062399752e-08,4.115041274014436e-06,5.780000096322624e-07,7.843822339814732e-06,1.9144832026392226e-07,0.9999783486127853,1.3789161341119717e-07,1.2523943109781638e-06
0.07709378692970859,7.264352085312176e-06,8.629943027728404e-07,1.956585122264709e-05,3.053889383352812e-06,2.723310708585558e-05,0.0001445825374238735,9.144030939989278e-06,2.301234247284456e-06,0.0001437724020342257,0.0013679939788175943,2.7853177533874313e-05,4.065723399060417e-06,3.230949878105325e-06,5.5210239093550495e-06,0.9211077392101288,2.485668340161413e-07,1.4777722612574484e-05,1.7021394250971156e-05
1.118296389657214e-07,4.8963498989939495e-08,2.0997804466536818e-08,2.2367382600348617e-08,4.1307206388729867e-07,2.4494354894516457e-06,3.2499562109761584e-07,2.7909099704253107e-07,6.123092889415583e-08,2.5922651153420517e-07,5.0046922465019506e-08,0.004355881502590364,2.2608723185960143e-07,1.31384420451366e-07,2.2044204621429753e-08,0.9956163465976715,3.2163953764667054e-06,1.989480038886169e-05,2.62372854276105e-07
0.778601735830307,0.0008636776148711611,2.1134014232870868e-05,0.00030319850384330493,0.0001039250059875485,0.0008399110126626752,0.19228207494597882,0.0027734243603845243,1.883358063992091e-05,0.002291283661804755,8.751967029763108e-05,0.01850597695192846,1.1568353980029311e-05,0.00018950719464894128,2.3277178966552015e-06,6.470084827014944e-05,0.00016732773462990735,0.00019223236675713906,0.0026796200136232073
9.330003871710346e-07,8.599494981353928e-05,1.2933913228430072e-05,0.00013103695136340576,1.4981311798578341e-06,2.6925429393691303e-06,0.11521995557632181,4.2896856130764105e-05,1.0869972332731414e-06,0.3563129417016171,0.0005917720126262793,3.417243976677753e-08,1.1377314865007246e-07,2.8532434994330003e-06,5.4186494734785595e-08,0.5275895297527313,1.4167803727080375e-07,2.121115355413483e-06,1.378843755586029e-06
5.1734841747475e-05,0.10178308037757233,8.29814423397579e-07,4.9805693684845664e-06,2.4329629463154794e-08,0.0001866767775027256,0.8954662978649139,0.002391271179476462,9.328182635215398e-07,5.0998663706003367e-05,1.9683984163521018e-05,1.1488135203130412e-05,3.014382236575172e-05,3.177740432987533e-08,1.819071052122645e-08,6.6707942947275e-08,2.4927265038915403e-07,1.4173381458256612e-06,5.062960159452068e-08
0.00035468020701046044,0.0013041336847940954,2.531871506761263e-05,0.000483180851290399,0.05465275754193044,0.0004779128678364941,0.0005042975423421581,0.00012886493840902347,0.00015494859076170542,0.0007252529394463636,7.838437718987734e-05,0.7076544016599655,0.0004960820982660152,0.0001773376957316941,0.00012804184524384254,0.21984126430470496,0.00013891159005652298,0.001811973099250963,0.010862243347219191
2.6148464211672717e-06,0.02715745021123439,1.105422049008098e-05,4.7726283931126545e-05,1.9633097136928512e-06,0.22786066529806703,0.7201161440461874,0.005704226881789509,0.00047581274429830955,0.01817650969223905,3.9725006615753955e-05,5.35074912200173e-06,4.459097937115075e-06,4.228399737016275e-07,8.85397690497669e-07,1.3823817381908299e-06,0.000393189094594959,1.0485119306125057e-07,2.7433084603956104e-07
1.8184312486346776e-07,8.292616566034361e-06,9.300523856836662e-05,3.2234406296960394e-08,3.2692008148076795e-07,1.8838127968656693e-05,1.3213487433175186e-06,6.825128957643756e-05,0.9970211982727051,1.2856393304949698e-06,3.1116176155143727e-07,0.002720252075960161,3.465677090099635e-05,6.929096465005391e-07,2.570080707305772e-06,2.158228555870778e-05,3.315494565656052e-06,3.5407785207997033e-07,3.5280020158623415e-06
0.00038441224489815795,0.0019547834563127253,1.2517072065065804e-05,0.9952303320169449,2.283123636814821e-07,5.565440108767916e-06,0.002310278638105956,1.275849053461453e-06,1.3514125163371915e-06,8.435518112914764e-06,7.008863934743204e-05,4.989602695459894e-07,5.184075783093434e-07,3.8488688303139895e-07,1.2965290359545634e-05,3.728374281530833e-07,2.9902973381901177e-06,2.9211963878950087e-06,7.355936522401851e-08
0.0005745658063176506,0.006032650809858264,2.112692728153953e-05,2.6518098505956544e-07,1.505376399657532e-05,8.354504406199448e-06,0.9555461555719376,4.7986669695632145e-06,2.1390993813097392e-05,0.00012423526523974715,2.7193949932780015e-05,0.0010552918071402573,0.03654722093779128,2.273332707081188e-06,6.919340976136411e-06,1.3075240840043634e-07,6.613414476941415e-06,2.000654821115999e-07,5.555235141754128e-06
4.444364342701557e-06,2.0580119799717966e-06,0.9311989098787308,1.600345712482465e-05,4.5449333652592024e-07,0.010929483774816617,5.714886048167542e-06,9.70062598746324e-05,0.057563317990570795,6.59832407758909e-05,6.029170473102058e-07,6.986467663105955e-05,3.592166902821603e-07,4.188432774095363e-06,1.0587460919087022e-05,1.57674196643988e-06,5.2405194822290405e-06,2.04412984597252e-05,3.729398855262245e-06
1.7516207509449266e-07,4.995483032935956e-07,3.385846931038927e-06,1.2652580009811433e-08,0.9996300339698792,5.961181933983176e-08,1.11352329921874e-05,2.2896101559729924e-08,2.533112355475524e-06,1.0856661647179749e-07,1.3966305965883388e-06,6.6702088376760634e-06,5.092038187342121e-06,8.912121110826732e-05,1.273953034655682e-06,9.561514788796572e-05,4.685588602193827e-07,5.3348677212072815e-05,9.905859346933873e-05
7.321526140705026e-07,1.298659032131222e-06,0.3277255998691544,1.557782287691864e-05,1.5685008210742507e-07,0.00026467973005850354,3.870130796529425e-07,2.727714004441273e-05,0.6719289682805538,1.07903814699703e-06,1.4457458086258868e-06,1.2092396572405129e-06,9.84478808495337e-07,1.5338523877404288e-06,2.973968461050802e-06,8.852250941299156e-08,2.3410285336922243e-05,2.025696386354081e-06,6.271394790147156e-07
7.900864564718349e-08,3.8848088402643026e-07,4.4363638443400966e-08,2.789720933988509e-06,2.5395236100014237e-06,3.3429268374260496e-07,2.540172240328431e-06,7.118546502624806e-07,2.3421887597810387e-08,2.945722202072742e-07,5.349593267526447e-09,5.706762875062887e-06,0.9999092668294907,1.5716417352358222e-06,7.204211479898068e-07,4.784015581483364e-05,5.865317764253142e-07,2.3294828833883563e-05,1.2290588433131952e-06
0.01009785837599253,0.0064328527426751325,4.0354203847403625e-06,0.00024989829614696646,0.00937788649639515,1.573807435484298e-05,0.020470075762204942,0.00012915980855687792,4.039368747266181e-05,3.1219075836474985e-05,1.0940525911884436e-05,0.010542694489686255,0.3042602392961271,0.0009418874860784854,0.0007213383200941337,2.5291742275612705e-05,0.0013566403289360096,1.1448693992832659e-07,0.6352917285403237
9.802540365193074e-06,0.0007479664920340134,4.71185470059185e-05,5.4726276837335774e-05,1.8204034177885095e-05,0.10122636783944472,0.012388630909981657,0.08519044530112296,0.0005746782288920116,0.7982806265354156,1.3697214091834553e-05,0.000831630092257285,0.0001234741771352077,9.2605428658743e-06,5.849158090524657e-06,1.677580079913199e-06,0.0003611065111499556,4.269706609036361e-07,0.00011427845904715683
0.9995736181735992,8.241232794629905e-08,3.458214764491584e-11,1.0213273725356853e-07,6.012046654148612e-10,8.902463991005858e-09,3.5028377202150348e-12,5.396552457140897e-10,1.0071560090018828e-11,3.9135240826691567e-11,0.0004237741657897587,4.661406563964669e-11,1.5210452915664308e-10,9.229432897383856e-12,1.2675498874230307e-06,1.1831202023256104e-06,2.6584894362419493e-09,5.753803062601968e-09,1.790467603602589e-08
9.962612915885096e-10,7.239534799798474e-13,7.082135301510268e-14,2.236375782938141e-11,5.641619523559945e-11,1.1291944023708242e-11,1.0861777616414256e-11,2.3844527480970656e-09,2.0765407743143782e-08,2.4668863978470623e-09,5.5173759881226093e-11,2.5464188177844055e-10,8.958534812196148e-08,0.9999925345182419,5.7056377526266966e-11,1.7292466192157276e-11,1.1613683674786894e-08,6.076003921674462e-12,7.322998547985755e-06
5.720735349094841e-06,9.17855607390063e-06,4.099990431866705e-06,6.274013741046922e-05,1.2468192122324113e-06,8.468542243228448e-07,1.0095197899061985e-05,1.4731770585799196e-06,2.0646706717301185e-07,9.552040564162617e-08,8.21619306409949e-07,3.863049317942612e-05,8.452167947247107e-05,3.3839269608648692e-06,2.148748925743134e-06,0.9997700601816177,8.977528575532384e-08,6.160536534682028e-07,4.082308421677662e-06
1.042883789655752e-06,6.81238451671895e-06,3.1098505367310736e-05,2.9069342777354734e-07,8.944787248410004e-07,0.9975996762514114,0.0001184647122478566,0.00015432299901928497,0.0003234687098370159,2.704247889784295e-07,0.0005167851479139784,0.0011359788553022554,8.568614807136221e-07,8.788026157301176e-08,7.322678309135133e-07,6.521506379186803e-05,3.280444037301322e-05,1.1146532009398413e-05,4.370507510021923e-08
5.4460889714613714e-08,0.9975805282592773,2.490793558518334e-06,0.0011919087096430303,6.982971527236259e-06,3.2389099058338644e-07,2.677243125503992e-05,3.9546032182258273e-07,4.471698474617369e-06,0.001159583443950396,1.1744407946157054e-07,2.1410988381376228e-05,4.003573480550193e-08,7.719140268647173e-08,1.1848629575261782e-06,2.9803783854059906e-08,1.3840961846922628e-06,2.674437549199382e-08,2.261511077072953e-06
2.174527802523119e-07,1.0671366380518812e-05,6.138807467041298e-06,3.9996647246794453e-07,1.6925209179484896e-06,3.896049227258198e-09,1.8791560682577157e-09,1.1385897709275861e-07,2.0869459755330437e-07,3.848909864036726e-07,0.00010302700912858385,1.0529636508805255e-08,0.00013315631944336298,0.03412777088772615,0.9656099230051041,3.016312487664874e-07,4.3552114450854006e-06,6.739594982600045e-07,9.696982326753408e-07
1.1630888046113543e-08,3.2939337202483656e-10,2.9855181752534424e-10,3.569035900453565e-08,1.4255208630883855e-10,4.753169553998717e-11,1.1837395041069954e-05,2.2179164358012652e-08,4.109502190418137e-10,1.4115380699136011e-09,1.2187905002451236e-10,1.9649870895041556e-09,0.999745711684227,5.581832306186224e-08,2.9272111678304015e-09,2.5591378470003756e-07,9.810751169576633e-10,0.00024206091087291528,3.730425304167203e-08
0.0005298239707371977,0.006956308993596451,6.311513556104056e-08,6.981664554340031e-08,0.000749412272452607,3.9489261930869546e-05,3.734715933004663e-05,0.0017233767916028236,0.002764647130813673,0.0009622685413172836,0.9394454956054688,2.46672337715359e-05,0.0388633259164704,0.007408724404854794,1.6989123843291765e-06,0.0004577018933140664,1.9846067475459694e-05,4.506965299466703e-06,1.1213940440037574e-05
6.215352372107574e-06,0.9869401007890701,8.707142113428823e-07,0.0002323322987720644,1.4497300862906237e-07,1.1027150799813867e-05,8.679711163028792e-06,2.9134057513147127e-06,4.3078108519223335e-07,4.540779836581521e-07,1.4559674227365704e-06,0.0001136605414750469,3.094507301644006e-07,1.0882391977286819e-07,5.390432353258312e-08,0.012679352630527774,3.7532593032368715e-07,9.496467242488954e-07,5.92216372819615e-07
0.0016372067618704023,0.040204063727799166,0.009946343432602589,0.3275949039089028,4.417952851554219e-05,0.17901429424546222,0.004400187071249562,0.3035047798184678,0.027024087263498586,0.00018458374711372016,0.000821185163814242,0.0014975524354667868,0.00044698801815457045,0.00010444001776477307,3.4908982697423596e-05,0.0015479591610727539,0.0021866131488650353,0.097769428830361,0.002036258882981201
1.632301802678704e-05,7.027431130346429e-06,2.5036216854346094e-05,3.8044639119050316e-06,1.1603080873001659e-05,6.780175439757841e-06,1.6526680148842843e-05,0.00013204147006362632,8.042957735909795e-05,7.47938903924994e-06,9.972100549759944e-07,1.6549226171669318e-06,0.0005540419029834709,0.00019777713839985722,5.521029098787267e-06,8.786697939910937e-06,0.001725831620660756,0.9970688074827194,0.00012955023549920952
3.5298730494126573e-08,6.9769770720366775e-09,2.7008535741224193e-07,1.3220249679701812e-08,1.3962088830643538e-06,1.3503358444744151e-06,1.1015248383566822e-08,7.030701278942786e-07,0.0009152024795380242,7.209502356220199e-09,6.851284291287119e-08,2.2408545999851037e-07,1.413961441998346e-05,0.00017761837661789404,1.1250389513439707e-05,6.654236134199035e-08,0.8211948275566101,0.17768171024363255,1.0911629336335382e-06
